Company,SIC,IndustryClassification,Industry,FiscalYearEnd,FiscalYear,Date,Assets,StockholdersEquity,Revenue,NetIncome,ProfitMargin
NEVRO CORP,3841,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,574544000,303616000,386905000,-131360000,-0.3395
NEVRO CORP,3841,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,789428000,388460000,362048000,-83065000,-0.2294
WORKIVA INC,7372,Business Services,Services,1231,2023,12/31/2023,1218860000,-89390000,630039000,-127525000,-0.2024
WORKIVA INC,7372,Business Services,Services,1231,2022,12/31/2022,819620000,5983000,537875000,-90947000,-0.1691
WORKIVA INC,7372,Business Services,Services,1231,2021,12/31/2021,786759000,72979000,443285000,-37730000,-0.0851
WORKIVA INC,7372,Business Services,Services,1231,2020,12/31/2020,707006000,64277000,351594000,-48398000,-0.1377
IRONWOOD PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,471073000,-346295000,442735000,-1002239000,-2.2637
IRONWOOD PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,1100519000,652378000,410596000,175065000,0.4264
IRONWOOD PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1126927000,605911000,413753000,528448000,1.2772
IRONWOOD PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,559238000,62640000,389523000,106176000,0.2726
CASTLE BIOSCIENCES INC,8071,Health Services,Services,1231,2023,12/31/2023,453340000,391269000,219788000,-57466000,-0.2615
TWILIO INC,7372,Business Services,Services,1231,2023,12/31/2023,11609707000,9732552000,4153945000,-1015441000,-0.2445
TWILIO INC,7372,Business Services,Services,1231,2022,12/31/2022,12564304000,10559042000,3826321000,-1256145000,-0.3283
TWILIO INC,7372,Business Services,Services,1231,2021,12/31/2021,12998598000,11031466000,2841839000,-949900000,-0.3343
TWILIO INC,7372,Business Services,Services,1231,2020,12/31/2020,9487433000,8452665000,1761776000,-490979000,-0.2787
"NEW RELIC, INC.",7372,Business Services,Services,331,2022,3/31/2023,1419008000,340435000,925626000,-180246000,-0.1947
"NEW RELIC, INC.",7372,Business Services,Services,331,2021,3/31/2022,1427666000,322704000,785521000,-250402000,-0.3188
"NEW RELIC, INC.",7372,Business Services,Services,331,2020,3/31/2021,1398619000,413975000,667648000,-192610000,-0.2885
OPTIMIZERX CORP,7389,Business Services,Services,1231,2021,12/31/2021,140985192,131379717,61292598,378079,0.0062
ESSENT GROUP LTD.,6351,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,6426673000,5102550000,1109759000,696386000,0.6275
ESSENT GROUP LTD.,6351,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,5723797000,4462309000,1000824000,831353000,0.8307
ESSENT GROUP LTD.,6351,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,5722174000,4236114000,1028510000,681783000,0.6629
ESSENT GROUP LTD.,6351,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,5202724000,3862633000,955154000,413041000,0.4324
TRANSOCEAN LTD.,1381,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,20254000000,10415000000,2832000000,-954000000,-0.3369
TRANSOCEAN LTD.,1381,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,20436000000,10791000000,2575000000,-621000000,-0.2412
TRANSOCEAN LTD.,1381,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,20681000000,11205000000,2556000000,-592000000,-0.2316
TRANSOCEAN LTD.,1381,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,21804000000,11432000000,3152000000,-567000000,-0.1799
SITIME CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,951683000,708052000,143993000,-80535000,-0.5593
SITIME CORP,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,750616000,708480000,283605000,23254000,0.0820
"CARTESIAN THERAPEUTICS, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,305050000,-440184000,26004000,-219710000,-8.4491
SELECTA BIOSCIENCES INC,2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,165435000,-18006000,16597000,-68876000,-4.1499
OUTBRAIN INC.,7370,Business Services,Services,1231,2023,12/31/2023,664637000,223064000,935818000,10242000,0.0109
"TPI COMPOSITES, INC",3510,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,804080000,-122304000,1455183000,-201779000,-0.1387
"TPI COMPOSITES, INC",3510,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,962176000,50487000,1522741000,-65305000,-0.0429
"TPI COMPOSITES, INC",3510,Industrial Machinery & Equipment,Manufacturing,1231,2021,12/31/2021,1007701000,121952000,1732583000,-159548000,-0.0921
"TPI COMPOSITES, INC",3510,Industrial Machinery & Equipment,Manufacturing,1231,2020,12/31/2020,956257000,201035000,1670137000,-19027000,-0.0114
AMERICOLD REALTY TRUST,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,7869252000,3616129000,2673329000,-336215000,-0.1258
AMERICOLD REALTY TRUST,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,8104561000,3773419000,2914735000,-19440000,-0.0067
AMERICOLD REALTY TRUST,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,8216197000,4021007000,2714790000,-30455000,-0.0112
AMERICOLD REALTY TRUST,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,7831151000,3790440000,1987727000,24540000,0.0123
"CROSSFIRST BANKSHARES, INC.",6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,7380680000,708143000,15482000,66669000,4.3062
"CROSSFIRST BANKSHARES, INC.",6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,6601086000,608599000,14253000,61599000,4.3218
"CROSSFIRST BANKSHARES, INC.",6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,5621457000,667573000,14241000,69413000,4.8742
NOBLE CORP,1381,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,2073442000,1500627000,770325000,101982000,0.1324
NOBLE CORP,1381,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,4263937000,-311388000,964272000,-3978459000,-4.1259
"ALARM.COM HOLDINGS, INC.",7372,Business Services,Services,1231,2023,12/31/2023,1439563000,688546000,881682000,81043000,0.0919
"ALARM.COM HOLDINGS, INC.",7372,Business Services,Services,1231,2022,12/31/2022,1329375000,598859000,842559000,56338000,0.0669
"ALARM.COM HOLDINGS, INC.",7372,Business Services,Services,1231,2021,12/31/2021,1232015000,613167000,748969000,52259000,0.0698
"ALARM.COM HOLDINGS, INC.",7372,Business Services,Services,1231,2020,12/31/2020,731687000,467752000,618003000,77853000,0.1260
"2U, INC.",7372,Business Services,Services,1231,2023,12/31/2023,1459683000,219045000,945953000,-317607000,-0.3358
"2U, INC.",7372,Business Services,Services,1231,2022,12/31/2022,1810859000,501516000,963080000,-322151000,-0.3345
"2U, INC.",7372,Business Services,Services,1231,2021,12/31/2021,2109006000,829155000,945682000,-194766000,-0.2060
"2U, INC.",7372,Business Services,Services,1231,2020,12/31/2020,1544264000,940990000,774533000,-216484000,-0.2795
"SI-BONE, INC.",3841,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,230425000,169375000,138886000,-43336000,-0.3120
"SI-BONE, INC.",3841,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,190506000,134420000,90152000,-56572000,-0.6275
"FLUENT, INC.",7310,Business Services,Services,1231,2021,12/31/2021,318182000,213410000,329250000,-10059000,-0.0306
"FLUENT, INC.",7310,Business Services,Services,1231,2020,12/31/2020,310220000,216885000,310719000,2207000,0.0071
CRH MEDICAL CORP,8000,Health Services,Services,1231,2020,12/31/2020,191784730,53720266,106172165,-24476138,-0.2305
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380,Business Services,Services,1231,2021,12/31/2021,257808000,-70142000,178453000,11812000,0.0662
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380,Business Services,Services,1231,2020,12/31/2020,265685000,-83765000,365547000,-67156000,-0.1837
"ENPHASE ENERGY, INC.",3674,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,3383012000,983624000,2290786000,438936000,0.1916
"ENPHASE ENERGY, INC.",3674,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,3084280000,825573000,2330853000,397362000,0.1705
"ENPHASE ENERGY, INC.",3674,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,2079256000,430168000,1382049000,145449000,0.1052
"ENPHASE ENERGY, INC.",3674,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,1200102000,483993000,774425000,133995000,0.1730
"ZENDESK, INC.",7374,Business Services,Services,1231,2021,12/31/2021,2451279000,489218000,1338603000,-223644000,-0.1671
"ZENDESK, INC.",7374,Business Services,Services,1231,2020,12/31/2020,2157279000,431831000,1029564000,-218178000,-0.2119
"RENEWABLE ENERGY GROUP, INC.",2860,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,2558944000,1727826000,3244050000,211691000,0.0653
"RENEWABLE ENERGY GROUP, INC.",2860,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,1461398000,1173955000,2137148000,120415000,0.0563
VUZIX CORP,3663,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,148467057,143727926,13164933,-40377160,-3.0670
ATLANTICUS HOLDINGS CORP,6141,Nondepository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,2706445000,394675000,1155876000,102845000,0.0890
ATLANTICUS HOLDINGS CORP,6141,Nondepository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,2387814000,326411000,1046913000,135597000,0.1295
"B. RILEY FINANCIAL, INC.",6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,6074378000,291117000,1643600000,-99910000,-0.0608
"B. RILEY FINANCIAL, INC.",6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,6111202000,446514000,1080670000,-159829000,-0.1479
"B. RILEY FINANCIAL, INC.",6282,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,5851919000,661271000,1740561000,445054000,0.2557
"B. RILEY FINANCIAL, INC.",7389,Business Services,Services,1231,2020,12/31/2020,2662730000,512586000,902721000,204017000,0.2260
"STARWOOD PROPERTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,69504196000,6251089000,2049908000,339213000,0.1655
"STARWOOD PROPERTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,79043129000,6462438000,1464716000,871475000,0.5950
"STARWOOD PROPERTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,83850397000,6072536000,1170088000,447739000,0.3827
"STARWOOD PROPERTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,80873509000,4488898000,1136155000,331689000,0.2919
"INDEPENDENCE REALTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,6280175000,3431297000,660983000,-17227000,-0.0261
"INDEPENDENCE REALTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,6532095000,3596664000,628525000,117249000,0.1865
"INDEPENDENCE REALTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,6506696000,3480761000,250252000,44589000,0.1782
"INDEPENDENCE REALTY TRUST, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,1734897000,708060000,211906000,14768000,0.0697
TRANE TECHNOLOGIES PLC,3822,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,19391900000,6995200000,17677600000,2023900000,0.1145
TRANE TECHNOLOGIES PLC,3822,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,18081600000,6088600000,15991700000,1756500000,0.1098
TRANE TECHNOLOGIES PLC,3822,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,18059800000,6255900000,14136400000,1423400000,0.1007
TRANE TECHNOLOGIES PLC,3822,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,18156700000,6407700000,12454700000,854900000,0.0686
"CLOVIS ONCOLOGY, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,472833000,-278840000,148757000,-264524000,-1.7782
"CLOVIS ONCOLOGY, INC.",2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,605554000,-158748000,164522000,-369212000,-2.2441
COWEN INC.,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,8828774000,1064172000,1537723000,76458000,0.0497
COWEN INC.,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,8748814000,1015869000,2112799000,295611000,0.1399
COWEN INC.,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,7828199000,969497000,1623304000,216363000,0.1333
OTTER TAIL CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,3242568000,1443006000,1353476000,294191000,0.2174
OTTER TAIL CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,2901661000,1217317000,1469475000,284184000,0.1934
OTTER TAIL CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,2754830000,990777000,1196844000,176769000,0.1477
OTTER TAIL CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2020,12/31/2020,2578354000,870966000,890107000,95851000,0.1077
ACCENTURE PLC,7389,Business Services,Services,831,2023,8/31/2023,51245305000,25692839000,64111745000,6871557000,0.1072
ACCENTURE PLC,7389,Business Services,Services,831,2022,8/31/2022,47263390000,22106097000,61594305000,6877169000,0.1117
ACCENTURE PLC,7389,Business Services,Services,831,2021,8/31/2021,43175843000,19529454000,50533389000,5906809000,0.1169
"DROPBOX, INC.",7372,Business Services,Services,1231,2023,12/31/2023,2983500000,-165800000,2501600000,453600000,0.1813
"DROPBOX, INC.",7372,Business Services,Services,1231,2022,12/31/2022,3110100000,-309400000,2324900000,553200000,0.2379
"DROPBOX, INC.",7372,Business Services,Services,1231,2021,12/31/2021,3091300000,-293900000,2157900000,335800000,0.1556
"DROPBOX, INC.",7372,Business Services,Services,1231,2020,12/31/2020,2387200000,333800000,1913900000,-256300000,-0.1339
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,9296730000,2208733000,344591000,58127000,0.1687
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,9568352000,2354504000,303640000,265232000,0.8735
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,8416695000,2294626000,284510000,223515000,0.7856
GENERAL MOTORS CO,3711,Transportation Equipment,Manufacturing,1231,2023,12/31/2023,2.73064E+11,64286000000,1.72E+11,10127000000,0.0589
GENERAL MOTORS CO,3711,Transportation Equipment,Manufacturing,1231,2022,12/31/2022,2.64037E+11,67792000000,1.57E+11,9934000000,0.0634
GENERAL MOTORS CO,3711,Transportation Equipment,Manufacturing,1231,2021,12/31/2021,2.44718E+11,59744000000,1.27E+11,10019000000,0.0789
GENERAL MOTORS CO,3711,Transportation Equipment,Manufacturing,1231,2020,12/31/2020,2.35194E+11,45030000000,1.22E+11,6427000000,0.0525
HYATT HOTELS CORP,7011,Hotels & Other Lodging Places,Services,1231,2023,12/31/2023,12833000000,3564000000,6667000000,220000000,0.0330
HYATT HOTELS CORP,7011,Hotels & Other Lodging Places,Services,1231,2022,12/31/2022,12312000000,3699000000,5891000000,455000000,0.0772
HYATT HOTELS CORP,7011,Hotels & Other Lodging Places,Services,1231,2021,12/31/2021,12603000000,3563000000,3028000000,-222000000,-0.0733
HYATT HOTELS CORP,7011,Hotels & Other Lodging Places,Services,1231,2020,12/31/2020,9129000000,3211000000,2066000000,-703000000,-0.3403
"RENT THE RUNWAY, INC.",5990,Miscellaneous Retail,Retail Trade,131,2023,1/31/2024,278500000,-122300000,298200000,-113200000,-0.3796
ADDUS HOMECARE CORP,8082,Health Services,Services,1231,2023,12/31/2023,1024426000,706694000,1058651000,62516000,0.0591
ADDUS HOMECARE CORP,8082,Health Services,Services,1231,2022,12/31/2022,937994000,633540000,951120000,46025000,0.0484
ADDUS HOMECARE CORP,8082,Health Services,Services,1231,2021,12/31/2021,947585000,574344000,864499000,45126000,0.0522
ADDUS HOMECARE CORP,8082,Health Services,Services,1231,2020,12/31/2020,892582000,518676000,764775000,33133000,0.0433
SECUREWORKS CORP,7372,Business Services,Services,131,2023,1/31/2024,724779000,501325000,365879000,-86042000,-0.2352
SECUREWORKS CORP,7372,Business Services,Services,131,2022,1/31/2023,840870000,557961000,463475000,-114499000,-0.2470
SECUREWORKS CORP,7372,Business Services,Services,131,2021,1/31/2022,987302000,648057000,535214000,-39791000,-0.0743
SECUREWORKS CORP,7372,Business Services,Services,131,2020,1/31/2021,1045361000,667781000,561034000,-21902000,-0.0390
BROWN FORMAN CORP,2080,Food & Kindred Products,Manufacturing,430,2024,4/30/2024,8166000000,3517000000,4178000000,1024000000,0.2451
BROWN FORMAN CORP,2080,Food & Kindred Products,Manufacturing,430,2023,4/30/2023,7777000000,3268000000,4228000000,783000000,0.1852
BROWN FORMAN CORP,2080,Food & Kindred Products,Manufacturing,430,2022,4/30/2022,6373000000,2737000000,3933000000,838000000,0.2131
BROWN FORMAN CORP,2080,Food & Kindred Products,Manufacturing,430,2021,4/30/2021,6522000000,2656000000,3461000000,903000000,0.2609
SUNRUN INC.,3690,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,20450237000,5230228000,2259813000,-1604497000,-0.7100
SUNRUN INC.,3690,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,19268805000,6708122000,2321422000,173377000,0.0747
